id,usuarioId,deslocamentoId,tipo
175,31040,175,1
176,46547,176,1
177,44662,177,1
178,49599,178,1
179,8337,179,1
180,632,180,1
181,24305,181,1
182,2974,182,1
183,42667,183,1
184,28698,184,1
185,43619,185,1
186,43670,186,1
187,24962,187,1
188,24501,188,1
189,12647,189,1
190,2467,190,1
191,10796,191,1
192,7749,192,1
193,44576,193,1
194,16447,194,1
195,43625,195,1
196,8713,196,1
197,20550,197,1
198,11920,198,1
199,47253,199,1
200,19983,200,1
201,44544,201,1
202,15440,202,1
203,42979,203,1
204,26930,204,1
205,49287,205,1
206,6800,206,1
207,37700,207,1
208,19431,208,1
209,10091,209,1
210,460,210,1
211,29106,211,1
212,12863,212,1
213,49802,213,1
214,3839,214,1
215,35342,215,1
216,2190,216,1
217,44450,217,1
218,17351,218,1
219,30783,219,1
220,41787,220,1
221,40119,221,1
222,29877,222,1
223,13563,223,1
224,12559,224,1
225,10791,225,1
226,19321,226,1
227,48972,227,1
228,27038,228,1
229,39859,229,1
230,46074,230,1
231,8094,231,1
232,29687,232,1
233,10531,233,1
234,31507,234,1
235,16248,235,1
236,24377,236,1
237,359,237,1
238,6777,238,1
239,34891,239,1
240,31066,240,1
241,35970,241,1
242,34107,242,1
243,20167,243,1
244,3911,244,1
245,37453,245,1
246,14007,246,1
247,635,247,1
248,18541,248,1
249,8121,249,1
250,25598,250,1
251,12138,251,1
252,30546,252,1
253,42722,253,1
254,7387,254,1
255,9284,255,1
256,36368,256,1
257,34678,257,1
258,26125,258,1
259,45747,259,1
260,24394,260,1
261,44955,261,1
262,22409,262,1
263,46978,263,1
264,28787,264,1
265,5932,265,1
266,8416,266,1
267,1352,267,1
268,32741,268,1
269,42136,269,1
270,29064,270,1
271,43946,271,1
272,29014,272,1
273,41496,273,1
274,7063,274,1
275,41127,275,1
276,47227,276,1
277,29983,277,1
278,32063,278,1
279,19777,279,1
280,34814,280,1
281,49343,281,1
282,1596,282,1
283,41775,283,1
284,22459,284,1
285,15458,285,1
286,30392,286,1
287,39057,287,1
288,42054,288,1
289,46473,289,1
290,34671,290,1
291,31058,291,1
292,36042,292,1
293,24803,293,1
294,49118,294,1
295,32153,295,1
296,15917,296,1
297,29503,297,1
298,29342,298,1
299,14625,299,1
300,48763,300,1
301,14512,301,1
302,44347,302,1
303,19904,303,1
304,42259,304,1
305,17028,305,1
306,26095,306,1
307,22865,307,1
308,20490,308,1
309,39069,309,1
310,111,310,1
311,29110,311,1
312,16157,312,1
313,16790,313,1
314,23744,314,1
315,5654,315,1
316,11864,316,1
317,29332,317,1
318,24495,318,1
319,49929,319,1
320,16136,320,1
321,35034,321,1
322,2732,322,1
323,27724,323,1
324,26487,324,1
325,18441,325,1
326,27718,326,1
327,31556,327,1
328,45704,328,1
329,29334,329,1
330,46466,330,1
331,49285,331,1
332,23686,332,1
333,21899,333,1
334,46339,334,1
335,32160,335,1
336,12436,336,1
337,16737,337,1
338,37511,338,1
339,17647,339,1
340,4105,340,1
341,27912,341,1
342,48601,342,1
343,36680,343,1
344,36822,344,1
345,36135,345,1
346,44674,346,1
347,48839,347,1
348,8249,348,1
349,19121,349,1
350,24043,350,1
351,13715,351,1
352,9000,352,1
353,40279,353,1
354,45229,354,1
355,31302,355,1
356,37631,356,1
357,17473,357,1
358,44245,358,1
359,17658,359,1
360,16176,360,1
361,49700,361,1
362,39800,362,1
363,27950,363,1
364,39067,364,1
365,32574,365,1
366,20082,366,1
367,47016,367,1
368,19698,368,1
369,31080,369,1
370,29613,370,1
371,16868,371,1
372,22627,372,1
373,32413,373,1
374,47667,374,1
375,36446,375,1
376,5029,376,1
377,13597,377,1
378,18651,378,1
379,33546,379,1
380,47161,380,1
381,17160,381,1
382,29719,382,1
383,45492,383,1
384,33620,384,1
385,49920,385,1
386,46527,386,1
387,49578,387,1
388,24296,388,1
389,6376,389,1
390,20198,390,1
391,19732,391,1
392,19245,392,1
393,33807,393,1
394,11349,394,1
395,9520,395,1
396,1953,396,1
397,38343,397,1
398,43765,398,1
399,8560,399,1
400,8752,400,1
401,16481,401,1
402,10018,402,1
403,27979,403,1
404,3324,404,1
405,40979,405,1
406,19353,406,1
407,17918,407,1
408,37296,408,1
409,37695,409,1
410,10360,410,1
411,29311,411,1
412,46073,412,1
413,28290,413,1
414,11620,414,1
415,33515,415,1
416,20977,416,1
417,6257,417,1
418,32064,418,1
419,817,419,1
420,30399,420,1
421,17773,421,1
422,21807,422,1
423,13054,423,1
424,3024,424,1
425,44099,425,1
426,3932,426,1
427,19018,427,1
428,11386,428,1
429,24099,429,1
430,46193,430,1
431,34973,431,1
432,6363,432,1
433,21050,433,1
434,40337,434,1
435,40393,435,1
436,28520,436,1
437,32686,437,1
438,23768,438,1
439,22363,439,1
440,6794,440,1
441,15382,441,1
442,16970,442,1
443,10871,443,1
444,25503,444,1
445,10618,445,1
446,38255,446,1
447,46660,447,1
448,315,448,1
449,6835,449,1
450,42777,450,1
451,47422,451,1
452,19749,452,1
453,13022,453,1
454,47973,454,1
455,22026,455,1
456,14983,456,1
457,40033,457,1
458,34543,458,1
459,48393,459,1
460,41914,460,1
461,36034,461,1
462,32761,462,1
463,35801,463,1
464,3948,464,1
465,19592,465,1
466,28251,466,1
467,18049,467,1
468,954,468,1
469,5601,469,1
470,32542,470,1
471,1401,471,1
472,31410,472,1
473,46853,473,1
474,42220,474,1
475,13649,475,1
476,14106,476,1
477,42455,477,1
478,6163,478,1
479,29043,479,1
480,49755,480,1
481,25209,481,1
482,39482,482,1
483,27797,483,1
484,9297,484,1
485,10140,485,1
486,38809,486,1
487,35149,487,1
488,28548,488,1
489,33537,489,1
490,29017,490,1
491,16250,491,1
492,6130,492,1
493,6174,493,1
494,43670,494,1
495,23553,495,1
496,19826,496,1
497,24694,497,1
498,8499,498,1
499,32226,499,1
500,30985,500,1
501,47423,501,1
502,39033,502,1
503,39570,503,1
504,44993,504,1
505,21048,505,1
506,16037,506,1
507,29074,507,1
508,34153,508,1
509,18647,509,1
510,32684,510,1
511,21198,511,1
512,12406,512,1
513,30830,513,1
514,27178,514,1
515,10705,515,1
516,26872,516,1
517,4917,517,1
518,9872,518,1
519,15912,519,1
520,4929,520,1
521,34469,521,1
522,7231,522,1
523,9025,523,1
524,36040,524,1
525,34770,525,1
526,3908,526,1
527,36822,527,1
528,48844,528,1
529,28611,529,1
530,26590,530,1
531,48011,531,1
532,26838,532,1
533,15731,533,1
534,40876,534,1
535,20866,535,1
536,17309,536,1
537,16921,537,1
538,9705,538,1
539,7344,539,1
540,34226,540,1
541,35746,541,1
542,22061,542,1
543,4056,543,1
544,34539,544,1
545,39036,545,1
546,18806,546,1
547,34399,547,1
548,46765,548,1
549,38749,549,1
550,30838,550,1
551,42348,551,1
552,13830,552,1
553,2753,553,1
554,40820,554,1
555,25787,555,1
556,14234,556,1
557,49531,557,1
558,32058,558,1
559,28506,559,1
560,25399,560,1
561,39305,561,1
562,26783,562,1
563,44958,563,1
564,5530,564,1
565,38008,565,1
566,48839,566,1
567,6204,567,1
568,8460,568,1
569,48973,569,1
570,15485,570,1
571,4648,571,1
572,28974,572,1
573,2466,573,1
574,12641,574,1
575,37361,575,1
576,35497,576,1
577,7359,577,1
578,37940,578,1
579,44445,579,1
580,20412,580,1
581,26115,581,1
582,49638,582,1
583,23604,583,1
584,44578,584,1
585,44778,585,1
586,15121,586,1
587,13916,587,1
588,36882,588,1
589,39542,589,1
590,25083,590,1
591,46190,591,1
592,27944,592,1
593,19025,593,1
594,33627,594,1
595,26492,595,1
596,36303,596,1
597,46838,597,1
598,5201,598,1
599,23282,599,1
600,10843,600,1
601,39590,601,1
602,6094,602,1
603,4561,603,1
604,49052,604,1
605,49557,605,1
606,42462,606,1
607,41051,607,1
608,40935,608,1
609,31062,609,1
610,16815,610,1
611,30926,611,1
612,13374,612,1
613,19304,613,1
614,11985,614,1
615,5131,615,1
616,44053,616,1
617,28563,617,1
618,49002,618,1
619,15773,619,1
620,7292,620,1
621,23055,621,1
622,8631,622,1
623,49299,623,1
624,27319,624,1
625,31238,625,1
626,29043,626,1
627,3818,627,1
628,30133,628,1
629,8364,629,1
630,13827,630,1
631,30596,631,1
632,6286,632,1
633,32415,633,1
634,9146,634,1
635,42706,635,1
636,46567,636,1
637,28055,637,1
638,20747,638,1
639,15238,639,1
640,29235,640,1
641,26431,641,1
642,18526,642,1
643,17327,643,1
644,17358,644,1
645,28252,645,1
646,9250,646,1
647,32552,647,1
648,47270,648,1
649,12160,649,1
650,38436,650,1
651,25093,651,1
652,24964,652,1
653,40875,653,1
654,30121,654,1
655,15985,655,1
656,28812,656,1
657,24154,657,1
658,18988,658,1
659,17713,659,1
660,47190,660,1
661,29044,661,1
662,27793,662,1
663,38103,663,1
664,34574,664,1
665,21508,665,1
666,1277,666,1
667,22995,667,1
668,35282,668,1
669,16286,669,1
670,21440,670,1
671,274,671,1
672,1270,672,1
673,10134,673,1
674,17777,674,1
675,16316,675,1
676,27943,676,1
677,28093,677,1
678,45328,678,1
679,27394,679,1
680,14095,680,1
681,7547,681,1
682,11223,682,1
683,22840,683,1
684,10275,684,1
685,18982,685,1
686,31326,686,1
687,31078,687,1
688,49441,688,1
689,38221,689,1
690,45586,690,1
691,650,691,1
692,27687,692,1
693,21824,693,1
694,13237,694,1
695,18353,695,1
696,24887,696,1
697,16336,697,1
698,48215,698,1
699,6192,699,1
700,48683,700,1
701,40741,701,1
702,45407,702,1
703,23891,703,1
704,28151,704,1
705,31549,705,1
706,38856,706,1
707,36536,707,1
708,23760,708,1
709,44657,709,1
710,22941,710,1
711,39376,711,1
712,37659,712,1
713,16052,713,1
714,23007,714,1
715,18364,715,1
716,14078,716,1
717,43538,717,1
718,48135,718,1
719,39344,719,1
720,15625,720,1
721,20478,721,1
722,9018,722,1
723,38248,723,1
724,15523,724,1
725,23334,725,1
726,44680,726,1
727,8093,727,1
728,26835,728,1
729,35130,729,1
730,17807,730,1
731,22235,731,1
732,38372,732,1
733,28662,733,1
734,42625,734,1
735,11885,735,1
736,41298,736,1
737,28373,737,1
738,42757,738,1
739,11301,739,1
740,33293,740,1
741,45771,741,1
742,24572,742,1
743,23252,743,1
744,27663,744,1
745,6463,745,1
746,25991,746,1
747,47461,747,1
748,31869,748,1
749,231,749,1
750,13525,750,1
751,48880,751,1
752,25580,752,1
753,6789,753,1
754,47081,754,1
755,26310,755,1
756,30222,756,1
757,46981,757,1
758,12263,758,1
759,36114,759,1
760,49481,760,1
761,5153,761,1
762,1895,762,1
763,40906,763,1
764,15350,764,1
765,40484,765,1
766,5042,766,1
767,35678,767,1
768,35333,768,1
769,28534,769,1
770,34495,770,1
771,45504,771,1
772,20909,772,1
773,25503,773,1
774,31855,774,1
775,20515,775,1
776,45212,776,1
777,4278,777,1
778,4180,778,1
779,48446,779,1
780,18827,780,1
781,37252,781,1
782,48464,782,1
783,11928,783,1
784,48779,784,1
785,21938,785,1
786,27523,786,1
787,43003,787,1
788,15841,788,1
789,17492,789,1
790,18861,790,1
791,34715,791,1
792,24234,792,1
793,46637,793,1
794,16660,794,1
795,8039,795,1
796,21954,796,1
797,4008,797,1
798,47396,798,1
799,2155,799,1
800,18700,800,1
801,25323,801,1
802,14246,802,1
803,25980,803,1
804,13699,804,1
805,5439,805,1
806,35703,806,1
807,15121,807,1
808,6648,808,1
809,7526,809,1
810,17280,810,1
811,17408,811,1
812,26552,812,1
813,39805,813,1
814,13301,814,1
815,16484,815,1
816,19908,816,1
817,16665,817,1
818,15356,818,1
819,41021,819,1
820,24149,820,1
821,49245,821,1
822,1534,822,1
823,21631,823,1
824,4918,824,1
825,11327,825,1
826,43256,826,1
827,18598,827,1
828,4820,828,1
829,8213,829,1
830,18535,830,1
831,35005,831,1
832,48802,832,1
833,15549,833,1
834,11960,834,1
835,5222,835,1
836,8946,836,1
837,43765,837,1
838,18575,838,1
839,10152,839,1
840,47229,840,1
841,6406,841,1
842,6709,842,1
843,33596,843,1
844,9691,844,1
845,20792,845,1
846,1863,846,1
847,39157,847,1
848,48401,848,1
849,31813,849,1
850,15488,850,1
851,10242,851,1
852,33425,852,1
853,41989,853,1
854,6998,854,1
855,22311,855,1
856,19958,856,1
857,24517,857,1
858,46302,858,1
859,44710,859,1
860,34196,860,1
861,15705,861,1
862,13032,862,1
863,18365,863,1
864,8430,864,1
865,21487,865,1
866,48099,866,1
867,19397,867,1
868,36083,868,1
869,14874,869,1
870,45957,870,1
871,31365,871,1
872,11715,872,1
873,29537,873,1
874,28313,874,1
875,11264,875,1
876,6713,876,1
877,17003,877,1
878,35435,878,1
879,44358,879,1
880,2461,880,1
881,27012,881,1
882,1907,882,1
883,21424,883,1
884,12623,884,1
885,26376,885,1
886,36547,886,1
887,15763,887,1
888,41906,888,1
889,37235,889,1
890,21516,890,1
891,46922,891,1
892,36899,892,1
893,37054,893,1
894,31363,894,1
895,18550,895,1
896,10010,896,1
897,12461,897,1
898,46963,898,1
899,44899,899,1
900,43730,900,1
901,46001,901,1
902,25812,902,1
903,22488,903,1
904,47718,904,1
905,34640,905,1
906,40136,906,1
907,23564,907,1
908,32262,908,1
909,6241,909,1
910,26356,910,1
911,18794,911,1
912,15269,912,1
913,1647,913,1
914,17554,914,1
915,27680,915,1
916,33513,916,1
917,17827,917,1
918,28427,918,1
919,17134,919,1
920,41794,920,1
921,8353,921,1
922,41680,922,1
923,42987,923,1
924,25548,924,1
925,39924,925,1
926,20435,926,1
927,22542,927,1
928,19745,928,1
929,30735,929,1
930,36222,930,1
931,15649,931,1
932,13211,932,1
933,27857,933,1
934,9661,934,1
935,5165,935,1
936,9289,936,1
937,11437,937,1
938,44740,938,1
939,3823,939,1
940,12914,940,1
941,18173,941,1
942,21484,942,1
943,34434,943,1
944,46499,944,1
945,45476,945,1
946,10798,946,1
947,8379,947,1
948,30379,948,1
949,14716,949,1
950,17468,950,1
951,43664,951,1
952,47765,952,1
953,20577,953,1
954,25026,954,1
955,25947,955,1
956,24832,956,1
957,33248,957,1
958,15527,958,1
959,49039,959,1
960,21824,960,1
961,22272,961,1
962,1758,962,1
963,37170,963,1
964,48528,964,1
965,29087,965,1
966,20762,966,1
967,1876,967,1
968,10428,968,1
969,11539,969,1
970,47279,970,1
971,324,971,1
972,29419,972,1
973,9373,973,1
974,5262,974,1
975,20338,975,1
976,6012,976,1
977,26070,977,1
978,42560,978,1
979,39812,979,1
980,4542,980,1
981,17074,981,1
982,2909,982,1
983,38194,983,1
984,23621,984,1
985,11665,985,1
986,14220,986,1
987,31371,987,1
988,27013,988,1
989,20695,989,1
990,45193,990,1
991,14183,991,1
992,20345,992,1
993,28470,993,1
994,8905,994,1
995,36255,995,1
996,37738,996,1
997,77,997,1
998,1685,998,1
999,42147,999,1
1000,11044,1000,1
1001,1556,1001,1
1002,12463,1002,1
1003,43653,1003,1
1004,47538,1004,1
1005,14551,1005,1
1006,32873,1006,1
1007,39999,1007,1
1008,611,1008,1
1009,32988,1009,1
1010,39683,1010,1
1011,29808,1011,1
1012,13823,1012,1
1013,12326,1013,1
1014,1867,1014,1
1015,4603,1015,1
1016,43489,1016,1
1017,10224,1017,1
1018,27349,1018,1
1019,28035,1019,1
1020,3412,1020,1
1021,40513,1021,1
1022,1732,1022,1
1023,26167,1023,1
1024,15295,1024,1
1025,21723,1025,1
1026,26829,1026,1
1027,1883,1027,1
1028,37472,1028,1
1029,18542,1029,1
1030,24961,1030,1
1031,25695,1031,1
1032,8766,1032,1
1033,24562,1033,1
1034,6383,1034,1
1035,38358,1035,1
1036,39180,1036,1
1037,49713,1037,1
1038,28367,1038,1
1039,17224,1039,1
1040,21180,1040,1
1041,7411,1041,1
1042,32498,1042,1
1043,34394,1043,1
1044,33172,1044,1
1045,41393,1045,1
1046,35749,1046,1
1047,14345,1047,1
1048,43511,1048,1
1049,22514,1049,1
1050,22635,1050,1
1051,10869,1051,1
1052,26532,1052,1
1053,19242,1053,1
1054,36484,1054,1
1055,14404,1055,1
1056,14034,1056,1
1057,28539,1057,1
1058,38430,1058,1
1059,48791,1059,1
1060,28718,1060,1
1061,22659,1061,1
1062,28615,1062,1
1063,11451,1063,1
1064,15335,1064,1
1065,19151,1065,1
1066,294,1066,1
1067,45325,1067,1
1068,2607,1068,1
1069,42109,1069,1
1070,31306,1070,1
1071,29768,1071,1
1072,12476,1072,1
1073,48490,1073,1
1074,16855,1074,1
1075,45437,1075,1
1076,39518,1076,1
1077,18365,1077,1
1078,3193,1078,1
1079,23786,1079,1
1080,34234,1080,1
1081,8336,1081,1
1082,30718,1082,1
1083,43099,1083,1
1084,13423,1084,1
1085,41955,1085,1
1086,41847,1086,1
1087,28902,1087,1
1088,25680,1088,1
1089,36228,1089,1
1090,6036,1090,1
1091,26155,1091,1
1092,37744,1092,1
1093,19712,1093,1
1094,32888,1094,1
1095,23729,1095,1
1096,6718,1096,1
1097,38738,1097,1
1098,45795,1098,1
1099,33119,1099,1
1100,27409,1100,1
1101,39088,1101,1
1102,32863,1102,1
1103,36011,1103,1
1104,28960,1104,1
1105,46496,1105,1
1106,22002,1106,1
1107,45475,1107,1
1108,41536,1108,1
1109,45299,1109,1
1110,39073,1110,1
1111,44085,1111,1
1112,21001,1112,1
1113,49668,1113,1
1114,36106,1114,1
1115,8014,1115,1
1116,25115,1116,1
1117,17960,1117,1
1118,24604,1118,1
1119,21228,1119,1
1120,7659,1120,1
1121,39217,1121,1
1122,48515,1122,1
1123,31719,1123,1
1124,27471,1124,1
1125,15840,1125,1
1126,24351,1126,1
1127,23252,1127,1
1128,11008,1128,1
1129,2142,1129,1
1130,34098,1130,1
1131,23688,1131,1
1132,23670,1132,1
1133,38307,1133,1
1134,17781,1134,1
1135,33013,1135,1
1136,37991,1136,1
1137,16752,1137,1
1138,38283,1138,1
1139,10152,1139,1
1140,1948,1140,1
1141,14827,1141,1
1142,24008,1142,1
1143,18754,1143,1
1144,37979,1144,1
1145,23914,1145,1
1146,34744,1146,1
1147,43037,1147,1
1148,28182,1148,1
1149,49402,1149,1
1150,17792,1150,1
1151,39011,1151,1
1152,40675,1152,1
1153,22308,1153,1
1154,36187,1154,1
1155,17555,1155,1
1156,48085,1156,1
1157,19147,1157,1
1158,3357,1158,1
1159,36970,1159,1
1160,20587,1160,1
1161,35113,1161,1
1162,6217,1162,1
1163,33122,1163,1
1164,36870,1164,1
1165,20816,1165,1
1166,48981,1166,1
1167,42788,1167,1
1168,16766,1168,1
1169,10023,1169,1
1170,25217,1170,1
1171,23823,1171,1
1172,14115,1172,1
1173,756,1173,1
1174,46185,1174,1
1175,44970,1175,1
1176,34590,1176,1
1177,9006,1177,1
1178,18031,1178,1
1179,27244,1179,1
1180,21796,1180,1
1181,36939,1181,1
1182,18521,1182,1
1183,151,1183,1
1184,2918,1184,1
1185,2035,1185,1
1186,38430,1186,1
1187,31038,1187,1
1188,22163,1188,1
1189,47752,1189,1
1190,47325,1190,1
1191,45859,1191,1
1192,1681,1192,1
1193,48576,1193,1
1194,24184,1194,1
1195,37552,1195,1
1196,34232,1196,1
1197,26832,1197,1
1198,40689,1198,1
1199,12051,1199,1
1200,4965,1200,1
1201,48507,1201,1
1202,40817,1202,1
1203,29323,1203,1
1204,462,1204,1
1205,30649,1205,1
1206,39601,1206,1
1207,20730,1207,1
1208,47026,1208,1
1209,42055,1209,1
1210,31061,1210,1
1211,502,1211,1
1212,35052,1212,1
1213,1918,1213,1
1214,39483,1214,1
1215,21547,1215,1
1216,2205,1216,1
1217,13989,1217,1
1218,31591,1218,1
1219,2756,1219,1
1220,28123,1220,1
1221,8087,1221,1
1222,9501,1222,1
1223,19685,1223,1
1224,4161,1224,1
1225,49486,1225,1
1226,41150,1226,1
1227,2097,1227,1
1228,33140,1228,1
1229,14750,1229,1
1230,37499,1230,1
1231,30419,1231,1
1232,35002,1232,1
1233,35717,1233,1
1234,4247,1234,1
1235,46687,1235,1
1236,22021,1236,1
1237,872,1237,1
1238,39524,1238,1
1239,18723,1239,1
1240,33086,1240,1
1241,3923,1241,1
1242,10583,1242,1
1243,42454,1243,1
1244,13985,1244,1
1245,22209,1245,1
1246,20982,1246,1
1247,11383,1247,1
1248,45332,1248,1
1249,26468,1249,1
1250,46967,1250,1
1251,48158,1251,1
1252,46560,1252,1
1253,22552,1253,1
1254,32151,1254,1
1255,41060,1255,1
1256,7342,1256,1
1257,41879,1257,1
1258,27042,1258,1
1259,40353,1259,1
1260,22896,1260,1
1261,10038,1261,1
1262,22481,1262,1
1263,238,1263,1
1264,47979,1264,1
1265,12424,1265,1
1266,322,1266,1
1267,8175,1267,1
1268,19348,1268,1
1269,42065,1269,1
1270,14378,1270,1
1271,19716,1271,1
1272,48497,1272,1
1273,43899,1273,1
1274,18585,1274,1
1275,29309,1275,1
1276,31974,1276,1
1277,16145,1277,1
1278,32275,1278,1
1279,47940,1279,1
1280,25381,1280,1
1281,2664,1281,1
1282,6304,1282,1
1283,22599,1283,1
1284,41276,1284,1
1285,42861,1285,1
1286,1902,1286,1
1287,25586,1287,1
1288,32906,1288,1
1289,43735,1289,1
1290,13953,1290,1
1291,2269,1291,1
1292,3360,1292,1
1293,29208,1293,1
1294,6566,1294,1
1295,16993,1295,1
1296,24341,1296,1
1297,40569,1297,1
1298,46097,1298,1
1299,46205,1299,1
1300,10827,1300,1
1301,29782,1301,1
1302,24411,1302,1
1303,16222,1303,1
1304,48511,1304,1
1305,10195,1305,1
1306,23129,1306,1
1307,34464,1307,1
1308,21878,1308,1
1309,37272,1309,1
1310,9904,1310,1
1311,35395,1311,1
1312,5135,1312,1
1313,5263,1313,1
1314,13716,1314,1
1315,42854,1315,1
1316,41883,1316,1
1317,39962,1317,1
1318,29843,1318,1
1319,10810,1319,1
1320,3324,1320,1
1321,30477,1321,1
1322,19510,1322,1
1323,20193,1323,1
1324,6076,1324,1
1325,1378,1325,1
1326,24836,1326,1
1327,22732,1327,1
1328,26592,1328,1
1329,29028,1329,1
1330,41166,1330,1
1331,32688,1331,1
1332,3240,1332,1
1333,20256,1333,1
1334,43731,1334,1
1335,26423,1335,1
1336,26989,1336,1
1337,34305,1337,1
1338,25540,1338,1
1339,41043,1339,1
1340,6627,1340,1
1341,34046,1341,1
1342,27735,1342,1
1343,7380,1343,1
1344,7056,1344,1
1345,922,1345,1
1346,47537,1346,1
1347,49139,1347,1
1348,16942,1348,1
1349,32075,1349,1
1350,15150,1350,1
1351,35963,1351,1
1352,434,1352,1
1353,14132,1353,1
1354,10750,1354,1
1355,18392,1355,1
1356,24239,1356,1
1357,9874,1357,1
1358,921,1358,1
1359,18880,1359,1
1360,46005,1360,1
1361,31973,1361,1
1362,2967,1362,1
1363,22517,1363,1
1364,3855,1364,1
1365,24293,1365,1
1366,29189,1366,1
1367,32630,1367,1
1368,10173,1368,1
1369,23086,1369,1
1370,16119,1370,1
1371,6679,1371,1
1372,1844,1372,1
1373,26089,1373,1
1374,11271,1374,1
1375,8566,1375,1
1376,18364,1376,1
1377,4439,1377,1
1378,42561,1378,1
1379,11822,1379,1
1380,47971,1380,1
1381,26154,1381,1
1382,40315,1382,1
1383,17349,1383,1
1384,3314,1384,1
1385,18267,1385,1
1386,11152,1386,1
1387,11933,1387,1
1388,28976,1388,1
1389,38096,1389,1
1390,1836,1390,1
1391,16328,1391,1
1392,35739,1392,1
1393,43,1393,1
1394,5502,1394,1
1395,25470,1395,1
1396,47919,1396,1
1397,47789,1397,1
1398,41536,1398,1
1399,4896,1399,1
1400,8975,1400,1
1401,9755,1401,1
1402,9819,1402,1
1403,36084,1403,1
1404,23615,1404,1
1405,33333,1405,1
1406,36367,1406,1
1407,32264,1407,1
1408,49004,1408,1
1409,17774,1409,1
1410,19072,1410,1
1411,21494,1411,1
1412,41152,1412,1
1413,14444,1413,1
1414,35054,1414,1
1415,42455,1415,1
1416,7309,1416,1
1417,46852,1417,1
1418,16261,1418,1
1419,36214,1419,1
1420,25335,1420,1
1421,42178,1421,1
1422,45283,1422,1
1423,37397,1423,1
1424,49320,1424,1
1425,41311,1425,1
1426,16978,1426,1
1427,2050,1427,1
1428,23827,1428,1
1429,16173,1429,1
1430,39776,1430,1
1431,36141,1431,1
1432,36292,1432,1
1433,34413,1433,1
1434,9426,1434,1
1435,43215,1435,1
1436,7832,1436,1
1437,16987,1437,1
1438,28657,1438,1
1439,15250,1439,1
1440,34743,1440,1
1441,10175,1441,1
1442,21275,1442,1
1443,29433,1443,1
1444,20492,1444,1
1445,23513,1445,1
1446,28570,1446,1
1447,26738,1447,1
1448,2165,1448,1
1449,45361,1449,1
1450,21996,1450,1
1451,24659,1451,1
1452,39591,1452,1
1453,28502,1453,1
